ip_address,username,password,timestamp,ip_encoded,anomaly,attempts,unique_usernames,unique_passwords,is_default_cred,risk_score,severity
127.0.0.1,-,whoami,2025-05-31 13:57:27.414758,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,-,exit,2025-05-31 13:57:27.414759,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,-,ls,2025-05-31 13:57:27.414800,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,-,pwd,2025-05-31 13:57:27.414801,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,-,whoami,2025-05-31 13:57:27.414802,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,-,as,2025-05-31 13:57:27.414803,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,-,secret,2025-05-31 13:57:27.414805,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,-,secret,2025-05-31 13:57:27.414806,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,-,ls,2025-05-31 13:57:27.414807,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,-,notes.txt,2025-05-31 13:57:27.414809,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,-,file1.txt,2025-05-31 13:57:27.414811,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,-,ls,2025-05-31 13:57:27.414812,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,-,ls,2025-05-31 13:57:27.414813,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,-,ls,2025-05-31 13:57:27.414814,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,-,ls,2025-05-31 13:57:27.414815,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,-,ls,2025-05-31 13:57:27.414817,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,-,ls,2025-05-31 13:57:27.414818,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,-,ls,2025-05-31 13:57:27.414819,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,-,ls,2025-05-31 13:57:27.414820,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,-,b'ls',2025-05-31 13:57:27.414823,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,-,secrets',2025-05-31 13:57:27.414825,7,1,193,23,56,False,295,CRITICAL
192.168.1.70,admin,admin,2025-05-31 13:57:27.416057,30,-1,1,1,1,True,12,HIGH
127.0.0.1,user,password,2025-05-31 13:57:27.416062,7,1,193,23,56,False,295,CRITICAL
192.168.1.110,admin,password,2025-05-31 13:57:27.416064,10,-1,1,1,1,True,12,HIGH
127.0.0.1,attacker,hacker123,2025-05-31 13:57:27.416079,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,root,adminadmin,2025-05-31 13:57:27.416083,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,hamad,1234,2025-05-31 13:57:27.416087,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,hamad,12345,2025-05-31 13:57:27.416088,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,hamad,12345,2025-05-31 13:57:27.416089,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,hamad,12345,2025-05-31 13:57:27.416089,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,Hamad,12345,2025-05-31 13:57:27.416090,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,hamad,1234,2025-05-31 13:57:27.416091,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,hamad,hahah,2025-05-31 13:57:27.416092,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,hamad,1234,2025-05-31 13:57:27.416093,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,hamad,1234,2025-05-31 13:57:27.416094,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,username,password,2025-05-31 13:57:27.416094,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,username,password,2025-05-31 13:57:27.416095,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,username,password,2025-05-31 13:57:27.416096,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,username,password,2025-05-31 13:57:27.416097,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,username,password,2025-05-31 13:57:27.416098,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,username,password,2025-05-31 13:57:27.416099,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,username,password,2025-05-31 13:57:27.416100,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,username,password,2025-05-31 13:57:27.416101,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,username,password,2025-05-31 13:57:27.416102,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,username,password,2025-05-31 13:57:27.416102,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,username,password,2025-05-31 13:57:27.416103,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,username,password,2025-05-31 13:57:27.416104,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,username,password,2025-05-31 13:57:27.416106,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,username,password,2025-05-31 13:57:27.416107,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,username,password,2025-05-31 13:57:27.416108,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,username,password,2025-05-31 13:57:27.416109,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,username,password,2025-05-31 13:57:27.416109,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,login.example.com.,A,2025-05-31 13:57:27.416736,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,admin.corp.net.,A,2025-05-31 13:57:27.416742,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,internal.db.com.,A,2025-05-31 13:57:27.416745,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,.,NS,2025-05-31 13:57:27.416747,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,google.com.,A,2025-05-31 13:57:27.416749,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,admin.corp.net.,A,2025-05-31 13:57:27.416750,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,mail.fake.com.,TXT,2025-05-31 13:57:27.416755,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,host1.com.,A,2025-05-31 13:57:27.416759,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,host2.com.,A,2025-05-31 13:57:27.416760,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,host3.com.,A,2025-05-31 13:57:27.416762,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,host4.com.,A,2025-05-31 13:57:27.416764,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,host5.com.,A,2025-05-31 13:57:27.416766,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,host6.com.,A,2025-05-31 13:57:27.416768,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,google.com.,A,2025-05-31 13:57:27.416770,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,google.com.,A,2025-05-31 13:57:27.416771,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,login.example.com.,A,2025-05-31 13:57:27.416773,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,wp-admin-panel.localhost.,A,2025-05-31 13:57:27.416775,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,login.example.com.,A,2025-05-31 13:57:27.416777,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,wp-admin-panel.localhost.,A,2025-05-31 13:57:27.416779,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,wp-admin-panel.localhost.,A,2025-05-31 13:57:27.416781,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,wp-admin-panel.localhost.,A,2025-05-31 13:57:27.416783,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,wp-admin-panel.localhost.,A,2025-05-31 13:57:27.416786,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,wp-admin-panel.localhost.,A,2025-05-31 13:57:27.416788,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,admin,1234,2025-05-31 13:57:27.416919,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,admin,1234,2025-05-31 13:57:27.416924,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,admin,1234,2025-05-31 13:57:27.416928,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,admin,1234,2025-05-31 13:57:27.416931,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,admin,1234,2025-05-31 13:57:27.416933,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,admin,1234,2025-05-31 13:57:27.416936,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,admin,1234,2025-05-31 13:57:27.416940,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,admin,1234,2025-05-31 13:57:27.416942,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,admin,password123,2025-05-31 13:57:27.416946,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,admin,password123,2025-05-31 13:57:27.416948,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,admin,password123,2025-05-31 13:57:27.416951,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,admin,password123,2025-05-31 13:57:27.416953,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,admin,password123,2025-05-31 13:57:27.416957,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,admin,password123,2025-05-31 13:57:27.416959,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,ajsdkaj,jsakd,2025-05-31 13:57:27.417175,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,admin,password,2025-05-31 13:57:27.417178,7,1,193,23,56,True,300,CRITICAL
127.0.0.1,admin,admin,2025-05-31 13:57:27.417184,7,1,193,23,56,True,300,CRITICAL
127.0.0.1,admin,12345678,2025-05-31 13:57:27.417185,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,admin,123234',2025-05-31 13:57:27.417186,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,admin,password,2025-05-31 13:57:27.417188,7,1,193,23,56,True,300,CRITICAL
127.0.0.1,admin,password,2025-05-31 13:57:27.417192,7,1,193,23,56,True,300,CRITICAL
127.0.0.1,admin,passsword,2025-05-31 13:57:27.417194,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,admin,password,2025-05-31 13:57:27.417194,7,1,193,23,56,True,300,CRITICAL
127.0.0.1,admin,123,2025-05-31 13:57:27.417197,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,admin,1222222,2025-05-31 13:57:27.417198,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,121212,2121,2025-05-31 13:57:27.417199,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,username,passwordf,2025-05-31 13:57:27.417200,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,username,password,2025-05-31 13:57:27.417201,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,username,1212,2025-05-31 13:57:27.417203,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,username,password,2025-05-31 13:57:27.417204,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,admin,userm,2025-05-31 13:57:27.417208,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,username,password,2025-05-31 13:57:27.417209,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,hamad,1234,2025-05-31 13:57:27.417949,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,hamad,1234,2025-05-31 13:57:27.417959,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,admin,admin,2025-05-31 13:57:27.417969,7,1,193,23,56,True,300,CRITICAL
127.0.0.1,admin,2212,2025-05-31 13:57:27.417971,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,hamad,mamam,2025-05-31 13:57:27.417973,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,admin,1234,2025-05-31 13:57:27.417976,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,admin,1234,2025-05-31 13:57:27.417982,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,admin,123,2025-05-31 13:57:27.418025,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,admin,1222222,2025-05-31 13:57:27.418028,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,121212,2121,2025-05-31 13:57:27.418030,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,admin,password,2025-05-31 13:57:27.418033,7,1,193,23,56,True,300,CRITICAL
127.0.0.1,username,12345,2025-05-31 13:57:27.418183,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,admin,password123,2025-05-31 13:57:27.418185,7,1,193,23,56,False,295,CRITICAL
102.165.35.44,root,toor,2025-05-31 13:57:27.418196,6,1,3,2,3,True,15,CRITICAL
102.165.35.44,root,admin,2025-05-31 13:57:27.418198,6,1,3,2,3,False,10,HIGH
102.165.35.44,admin,root,2025-05-31 13:57:27.418200,6,1,3,2,3,False,10,HIGH
193.150.121.93,guest,guest,2025-05-31 13:57:27.418203,33,-1,1,1,1,True,12,HIGH
127.0.0.1,wp-admin-panel.localhost.,A,2025-05-31 13:57:27.418263,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,login.example.com.,A,2025-05-31 13:57:27.418270,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,wp-admin-panel.localhost.,A,2025-05-31 13:57:27.418847,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,wp-admin-panel.localhost.,A,2025-05-31 13:57:27.418926,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,wp-admin-panel.localhost.,A,2025-05-31 13:57:27.419192,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,wp-admin-panel.localhost.,A,2025-05-31 13:57:27.419248,7,1,193,23,56,False,295,CRITICAL
127.0.0.1,wp-admin-panel.localhost.,A,2025-05-31 13:57:27.419417,7,1,193,23,56,False,295,CRITICAL
